truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T45,60,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 00:52:18,49.948557,16.451728,7.04,5.24,0.0,451.47,0.5,1,0.3101,0.9679,0.0,293.57,0.9416,1.99,7767.68,-2.65,0,12.92,0.5,0.4959,0.0466,1.0,1.0,High Risk,137.94,39,8
T124,4726,N44,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 00:55:06,48.922971,21.411077,7.94,4.98,0.0,454.1,0.5,1,0.0701,0.5701,5.21,332.15,0.1248,3.64,6170.21,8.73,0,9.56,0.91,1.0,0.0,0.2876,1.0,High Risk,143.94,34,8
T13,4656,N80,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 00:57:16,48.535927,16.944614,5.24,-2.0,0.97,337.46,0.76,1,0.0308,0.7189,5.78,375.73,0.0,1.0,4530.23,-10.0,0,14.21,0.5,0.1974,0.0,0.9836,1.0,High Risk,148.41,41,8
T225,1667,N16,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 01:01:43,49.780348,14.264228,14.56,1.18,0.7,471.27,0.5,1,0.31,1.0,4.85,100.0,0.1658,4.83,4777.31,-10.0,0,7.27,3.23,0.3861,0.2849,0.8389,1.0,High Risk,135.8,44,8
T108,3903,N99,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:02:35,51.328526,14.454776,5.16,1.84,0.65,45.48,0.5,1,0.5658,0.8568,0.0,180.42,0.7154,4.09,9119.91,-10.0,0,9.9,0.5,0.4724,0.0471,0.3188,0.42,Moderate Risk,137.27,40,8
T18,2660,N78,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:04:06,49.840773,23.662093,6.74,3.38,0.42,232.14,0.5,1,0.1962,0.4507,0.0,604.9,0.5127,8.58,10000.0,-10.0,0,13.03,0.5,0.4342,0.1777,0.9791,1.0,High Risk,142.17,44,8
T55,2423,N55,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:09:19,51.021503,21.433943,13.55,3.26,0.3,271.69,2.68,0,0.5746,0.8914,4.3,696.27,0.5393,2.69,6811.8,-5.03,0,15.05,0.5,0.6545,0.741,0.4004,0.0,Moderate Risk,141.88,31,8
T4,3898,N37,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:13:19,49.34921,23.796748,5.17,-2.0,0.67,599.93,0.99,1,0.2749,0.5483,3.23,477.23,0.9689,6.8,8534.47,-10.0,0,9.99,0.5,0.814,0.0,0.5681,1.0,High Risk,146.97,37,8
T25,1479,N98,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:22:05,51.054165,18.331809,5.23,2.42,0.91,3.92,1.55,0,0.6388,0.8477,0.0,792.9,0.7336,5.47,3881.85,-10.0,0,8.7,0.5,0.6172,0.0718,0.6922,0.947,High Risk,137.38,27,8
T18,2660,N52,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:27:39,49.879967,23.743394,8.18,2.51,0.72,605.1,0.5,1,0.416,0.5441,5.72,787.14,0.7621,6.64,2184.26,-10.0,0,7.07,0.96,0.5368,0.0,0.8955,1.0,High Risk,143.6,42,8
T2,2617,N8,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:31:41,49.229994,17.219004,15.84,5.03,0.23,323.39,0.5,1,0.4897,0.8953,4.78,390.31,0.4212,7.48,1012.9,-10.0,0,8.47,0.5,0.6972,0.0,0.7135,0.5176,Moderate Risk,143.4,32,8
T57,578,N90,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 01:43:56,50.046543,15.83689,5.14,1.59,0.57,0.0,0.5,1,0.6016,0.9641,1.78,448.79,0.7431,1.0,10000.0,-10.0,0,12.39,0.99,0.8378,0.0593,0.5477,0.1501,Moderate Risk,141.32,42,8
T14,26,N39,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:47:32,49.713391,22.79065,11.69,-0.35,0.0,735.48,0.5,1,0.1869,0.5137,2.19,851.85,0.3098,7.82,4323.53,-10.0,0,13.04,0.5,0.0,0.0,0.3753,1.0,High Risk,136.93,37,8
T94,3625,N70,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 01:48:32,49.473326,14.0,10.75,3.63,0.18,61.41,0.94,1,0.2138,1.0,1.7,662.56,0.2102,1.31,10000.0,-10.0,0,14.43,0.61,0.3724,0.0,1.0,0.8451,High Risk,144.38,36,8
T37,179,N31,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 01:51:59,48.472236,17.142785,5.03,1.11,0.12,0.0,0.5,1,0.4229,0.7307,5.91,536.92,0.3176,4.04,9572.5,-10.0,0,10.52,1.69,1.0,0.6303,0.7027,0.6217,High Risk,143.23,54,8
T5,1565,N45,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:03:06,51.361188,18.070122,11.3,3.13,0.0,374.21,1.35,1,0.2041,0.8227,6.55,807.01,0.8469,1.0,10000.0,-10.0,0,15.59,0.5,0.743,0.0,0.9982,0.9953,High Risk,145.45,32,8
T225,1667,N70,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:04:17,49.473326,14.0,12.59,0.92,0.65,0.0,2.72,1,0.3411,0.9942,2.94,354.75,0.324,4.09,5959.59,-10.0,0,10.72,0.5,0.6929,0.3633,1.0,0.8581,High Risk,138.25,36,8
T62,4866,N90,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:05:11,50.046543,15.83689,7.9,-2.0,1.08,182.16,0.5,1,0.4083,0.9001,1.08,518.22,0.1886,3.3,7574.67,-10.0,1,4.41,0.5,0.4082,0.0,0.2989,1.0,Moderate Risk,139.17,42,8
T48,2553,N54,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:10:15,48.593086,20.351626,7.78,-2.0,0.63,469.07,0.5,1,0.6153,0.7781,4.08,256.45,0.3655,8.96,2704.88,-10.0,1,3.02,0.77,0.4422,0.9332,0.3512,0.7428,Moderate Risk,145.09,38,8
T174,4015,N99,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:12:17,51.328526,14.454776,12.42,0.99,0.0,0.0,0.5,0,0.4131,0.7021,2.9,325.12,0.6662,14.01,7310.01,-9.69,0,13.12,0.5,1.0,0.0,0.6223,0.406,High Risk,134.5,40,8
T153,1119,N44,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:17:24,48.922971,21.411077,5.0,2.89,0.0,5.73,2.71,1,0.4207,0.6871,4.13,321.54,0.9884,8.93,2363.41,-10.0,0,7.28,0.5,0.7077,0.0,0.5518,0.9004,High Risk,141.08,34,8
T46,1803,N24,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:20:10,50.691617,14.647866,6.95,3.11,0.0,54.67,0.5,0,0.5459,0.9131,5.63,663.99,1.0,16.49,7181.34,-10.0,0,7.8,0.5,0.6636,0.0,0.8809,1.0,High Risk,140.67,46,8
T55,2423,N34,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:21:45,50.867992,21.789634,14.96,-1.82,0.0,0.0,0.5,1,0.286,0.4807,1.73,312.27,0.7795,3.92,5503.85,-10.0,0,10.27,0.5,0.4829,0.0,1.0,1.0,High Risk,138.5,44,8
T145,3554,N79,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:23:02,50.084105,14.912093,13.28,1.55,0.85,0.0,0.5,1,0.3096,0.8601,0.36,440.69,0.2927,7.96,5159.19,-10.0,0,7.92,0.5,0.8148,0.0,0.9214,0.9897,High Risk,148.64,41,8
T69,2753,N90,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:28:39,50.046543,15.83689,10.1,1.43,0.5,0.0,0.8,0,0.3297,0.8099,2.82,957.48,0.2734,3.08,5314.61,-8.83,0,10.33,0.5,0.6219,0.1429,0.6465,0.8041,High Risk,146.79,42,8
T48,2553,N40,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:38:09,48.758029,20.410061,13.47,5.5,0.92,112.7,0.5,1,0.3462,0.7493,1.1,101.39,0.9488,2.01,3143.22,-10.0,0,7.22,1.02,0.4359,0.3798,0.4903,0.8641,Moderate Risk,146.39,43,8
T13,4656,N80,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:41:53,48.535927,16.944614,5.12,-1.02,0.46,430.24,0.5,1,0.76,0.5347,5.28,559.85,0.0208,7.57,4658.63,-10.0,1,5.45,1.29,0.4259,0.4149,0.5302,0.5137,Moderate Risk,144.87,41,8
T13,4656,N80,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:41:53,48.535927,16.944614,7.8,3.54,0.39,173.88,1.42,0,0.388,0.9851,0.0,333.31,0.6104,1.0,6942.99,-10.0,0,7.5,0.5,0.5763,0.2401,0.8497,0.838,High Risk,138.53,41,8
T8,2378,N84,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:42:44,50.632826,15.504065,11.62,3.98,0.0,0.0,0.5,1,0.1879,0.9716,3.23,106.96,0.7785,1.59,3258.4,-10.0,0,11.44,0.5,0.5952,0.5255,0.7446,1.0,High Risk,146.09,35,8
T207,4023,N79,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:42:46,50.084105,14.912093,7.14,-1.94,0.7,0.0,1.11,1,0.4758,0.9292,7.72,452.63,0.2869,3.27,5239.27,-10.0,1,6.49,1.66,0.9858,0.0,0.3295,1.0,Moderate Risk,145.75,41,8
T37,179,N89,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:43:19,48.591452,17.582317,8.62,-0.45,0.69,18.19,1.38,1,0.2652,0.7958,0.0,737.9,1.0,4.8,10000.0,-10.0,0,12.52,0.5,0.7277,0.382,1.0,0.8329,High Risk,140.15,37,8
T25,1479,N32,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:44:03,51.194612,17.569614,9.95,3.01,0.31,0.0,2.29,1,0.3177,0.6477,2.23,501.22,0.2117,5.31,8803.53,-10.0,0,9.53,0.5,0.0,0.1574,1.0,0.8235,High Risk,141.44,40,8
T39,4695,N15,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:44:55,51.548994,17.119919,10.85,4.07,1.13,252.97,0.5,1,0.3831,0.6538,7.84,966.35,0.9336,1.17,5177.2,-10.0,0,11.63,0.5,0.6692,0.1292,0.7195,1.0,High Risk,138.34,28,8
T40,,N28,NodeType.WAREHOUSE,DEPART_NODE,IDLE,2023-01-01 02:50:04,49.943658,18.512195,8.44,2.33,0.99,0.0,0.5,1,0.2125,0.6582,0.0,231.28,0.3687,10.22,5579.39,-10.0,0,10.33,0.5,0.5826,0.0,0.9048,1.0,High Risk,144.77,39,8
T45,60,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 02:52:58,49.948557,16.451728,5.73,-1.52,0.89,0.0,1.36,0,0.163,0.8915,2.64,481.05,0.6893,1.0,8701.63,-10.0,0,12.02,0.64,0.0,0.749,0.5784,1.0,High Risk,137.53,39,8
T45,60,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:52:58,49.948557,16.451728,5.89,0.66,0.12,134.67,0.5,0,0.3536,0.8542,0.59,801.84,0.56,1.0,2696.98,-7.08,1,6.43,0.5,0.6838,0.9595,0.9331,0.9748,High Risk,145.53,39,8
T2,2617,N92,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:56:22,49.525585,16.96748,5.0,-0.97,0.0,0.0,0.5,1,0.311,0.6951,0.0,221.37,0.2963,6.8,8012.49,-10.0,0,13.52,2.34,0.1998,0.0,0.8403,1.0,High Risk,147.02,35,8
T40,,N93,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2023-01-01 03:06:06,50.020414,18.49187,12.57,3.36,0.53,176.98,0.5,1,0.3708,0.6697,0.0,203.9,0.9683,1.29,1308.95,-10.0,0,5.92,4.05,0.9797,0.0,0.2919,1.0,Moderate Risk,139.62,37,8
T160,404,N44,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:07:23,48.922971,21.411077,5.01,1.33,0.03,57.83,0.5,1,0.3128,0.6994,5.2,100.0,0.6421,10.95,679.39,-6.68,0,11.03,0.5,0.2319,0.0,1.0,1.0,High Risk,143.53,34,8
T24,4714,N25,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:07:38,49.917529,20.491362,7.56,-2.0,0.18,0.0,0.5,1,0.3557,0.7068,2.62,739.51,0.6547,3.68,3952.86,-10.0,0,11.2,0.95,0.721,0.0,1.0,1.0,High Risk,137.02,41,8
T29,784,N25,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:15:50,49.917529,20.491362,6.98,-0.06,0.86,0.0,0.5,0,0.3278,0.6401,2.64,763.42,0.6319,13.04,10000.0,-10.0,0,9.31,0.71,0.2522,0.1887,0.5615,1.0,High Risk,142.53,41,8
T34,510,N78,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:17:06,49.840773,23.662093,5.26,-0.03,1.03,0.0,0.5,1,0.5458,0.408,0.91,378.03,0.6529,8.0,8284.13,-10.0,0,7.49,0.5,0.1934,0.1671,0.4533,1.0,High Risk,133.72,44,8
T5,1565,N45,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:21:19,51.361188,18.070122,5.09,-1.22,0.37,0.0,0.5,0,0.4683,0.6713,0.0,759.6,0.3681,1.0,5360.7,11.63,0,7.06,0.81,0.4165,0.0798,0.3731,0.766,Moderate Risk,146.73,32,8
T5,1565,N45,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:21:19,51.361188,18.070122,16.53,-0.88,1.2,304.65,0.5,1,0.1665,0.6547,4.69,261.12,0.8095,1.0,5267.4,-10.0,0,9.91,0.5,0.4298,0.0,0.8713,1.0,High Risk,145.27,32,8
T190,1984,N86,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:23:18,51.361188,20.549797,14.26,5.5,0.01,182.15,0.5,1,0.582,0.493,11.27,649.66,0.912,2.38,4554.63,-10.0,1,4.09,0.5,0.4961,0.6727,0.5583,0.5851,Moderate Risk,140.35,33,8
T24,4714,N81,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:25:52,49.844039,20.554878,5.27,7.78,1.07,529.8,0.5,1,0.4904,0.4525,2.02,499.73,0.75,1.71,6160.5,-10.0,0,9.49,0.5,0.9566,0.164,0.4658,0.5168,Moderate Risk,140.46,35,8
T18,2660,N52,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:27:08,49.879967,23.743394,8.75,4.77,0.0,115.35,1.47,0,0.6868,0.4595,1.22,1000.0,0.0084,1.0,9086.33,-10.0,1,3.34,0.5,0.0795,0.5547,0.5219,0.4417,Moderate Risk,136.9,42,8
T18,2660,N52,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:27:08,49.879967,23.743394,8.3,4.08,0.7,0.0,0.5,0,0.1407,0.6113,3.37,785.85,0.0557,9.53,9220.19,-10.0,0,13.91,1.76,0.0,0.0,0.856,1.0,High Risk,141.39,42,8
T227,3207,N86,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:39:49,51.361188,20.549797,5.47,4.86,0.68,0.0,2.16,0,0.3457,0.5471,8.99,100.0,0.1805,7.21,1229.89,-10.0,0,10.56,1.21,0.1137,0.144,0.2864,0.8289,High Risk,141.4,33,8
T8,2378,N84,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:42:44,50.632826,15.504065,7.73,-0.74,0.29,29.36,1.81,0,0.3814,0.8043,2.48,100.0,0.501,1.0,100.02,-10.0,0,10.6,0.5,0.1512,0.4934,0.7784,1.0,High Risk,145.54,35,8
T8,2378,N84,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:42:44,50.632826,15.504065,5.05,6.58,0.19,0.0,0.5,1,0.205,0.8802,1.3,674.22,0.1754,7.91,10000.0,-9.1,0,11.19,0.5,0.8441,0.0,0.2105,1.0,High Risk,142.52,35,8
T4,3898,N37,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:47:45,49.34921,23.796748,11.94,-1.97,0.57,1203.08,0.5,1,0.4981,0.553,3.48,760.34,0.8713,5.69,5374.73,-8.48,0,14.27,0.5,0.0945,0.0,0.7965,1.0,High Risk,138.97,37,8
T4,3898,N37,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:47:45,49.34921,23.796748,13.41,1.96,0.6,209.28,0.5,0,0.5125,0.5484,1.86,118.15,1.0,8.22,3715.98,-10.0,1,5.51,2.13,0.4538,0.0,0.6291,1.0,High Risk,140.31,37,8
T94,3625,N70,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:49:02,49.473326,14.0,5.53,2.32,0.59,272.24,0.5,1,0.3991,0.7892,1.99,931.35,0.4131,3.8,5405.17,-10.0,1,5.89,0.5,0.8789,0.3079,0.5981,0.9229,High Risk,140.48,36,8
T94,3625,N70,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:49:02,49.473326,14.0,7.26,1.24,0.0,40.05,0.64,0,0.5062,0.8973,0.0,240.11,0.3324,7.72,5575.53,-10.0,1,6.52,0.5,0.0,0.3087,0.3944,1.0,Moderate Risk,138.6,36,8
T81,597,N49,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:49:33,49.932226,16.334858,5.03,-1.63,0.11,0.0,0.5,1,0.4467,0.8309,0.0,191.15,0.7043,7.3,9634.4,-6.8,1,6.11,0.5,0.2993,0.6116,0.7517,0.9019,High Risk,145.46,34,8
T62,4866,N19,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:50:12,49.471693,15.504065,5.21,3.04,0.85,304.61,0.91,0,0.1348,0.9641,2.98,449.88,1.0,4.0,4562.24,-10.0,0,10.05,0.86,0.6982,0.0,0.6944,1.0,High Risk,138.8,40,8
T160,404,N50,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:52:05,49.146706,21.629573,9.03,1.4,0.02,0.0,0.5,1,0.6113,0.734,2.06,102.23,0.0,8.29,4757.44,-10.0,1,1.46,0.5,0.6987,0.1129,0.2704,0.9602,Moderate Risk,137.93,41,8
T59,441,N78,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:54:25,49.840773,23.662093,5.7,-0.43,0.41,101.74,0.5,1,0.2682,0.3536,1.57,387.51,0.0801,1.77,7667.89,-4.55,0,12.87,0.5,0.4871,0.1155,0.5243,1.0,High Risk,142.31,44,8
T57,578,N19,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:00:51,49.471693,15.504065,10.69,0.04,1.02,0.0,2.1,1,0.2513,0.8022,4.87,394.33,0.2997,7.22,5318.88,-10.0,0,11.6,0.5,1.0,0.0,0.5674,0.6376,High Risk,142.93,40,8
T124,4726,N69,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:02:42,49.350843,20.488821,5.11,5.33,0.43,0.0,0.5,0,0.2411,0.4547,0.0,616.4,0.9724,3.12,5101.03,-10.0,0,15.12,0.99,0.3012,0.2226,1.0,0.9665,High Risk,146.86,32,8
T29,784,N61,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:08:48,50.017148,20.102642,17.92,3.66,1.06,262.22,0.5,1,0.4626,0.7361,5.84,1026.49,1.0,1.65,6171.17,-3.05,0,8.09,1.5,0.5709,0.1072,0.3595,0.6974,Moderate Risk,147.88,56,8
T225,1667,N70,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:10:53,49.473326,14.0,7.41,2.95,0.85,47.53,2.28,1,0.1623,1.0,0.0,100.0,0.4239,4.42,10000.0,-10.0,0,11.57,0.5,0.0145,0.5553,0.6658,1.0,High Risk,140.33,36,8
T225,1667,N70,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:10:53,49.473326,14.0,7.35,-0.86,0.0,305.95,0.5,1,0.0792,0.9497,5.44,100.0,0.3976,1.0,6485.38,-8.43,0,13.13,0.5,0.231,0.5447,0.1355,1.0,High Risk,141.05,36,8
T40,,N93,NodeType.CUSTOMER,END_SERVICE,IDLE,2023-01-01 04:13:07,50.020414,18.49187,6.95,-2.0,0.31,103.28,1.11,1,0.7637,0.5659,0.0,647.66,0.6471,7.89,7889.2,-10.0,1,6.22,0.5,0.4871,0.1638,0.02,0.5308,Low Risk,140.37,37,8
T40,,N93,NodeType.CUSTOMER,DEPART_NODE,IDLE,2023-01-01 04:13:07,50.020414,18.49187,9.19,2.6,0.21,52.99,1.71,0,0.3511,0.7375,0.0,190.91,0.2605,11.31,9762.45,-10.0,0,11.93,0.5,0.5578,0.4937,0.7892,1.0,High Risk,141.94,37,8
T174,4015,N38,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:16:35,50.843495,14.708841,11.03,2.24,0.51,468.23,2.29,0,0.3013,0.8603,3.93,1062.15,0.2223,5.7,5613.0,-10.0,0,9.75,0.5,0.9125,0.0,0.9575,1.0,High Risk,136.08,41,8
T178,2281,N54,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:17:05,48.593086,20.351626,5.0,-2.0,0.0,512.57,2.7,1,0.4883,0.5375,0.0,655.18,0.5271,4.84,2412.14,-4.43,1,6.36,0.66,0.1316,0.7133,0.9269,1.0,High Risk,142.54,38,8
