truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T96,617,N27,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:01:04,51.353022,20.755589,11.54,-1.71,0.0,193.55,0.61,1,0.2677,0.5121,9.51,900.82,0.76,1.0,7001.06,-10.0,0,8.88,0.61,0.8641,0.4231,0.813,1.0,High Risk,153.87,37,2
T25,1842,N64,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:01:28,48.865813,20.526931,5.14,0.4,0.56,92.34,1.31,0,0.1962,0.6356,0.0,247.2,0.436,1.0,5189.72,-10.0,0,9.13,2.33,0.5735,0.0584,0.3535,1.0,High Risk,152.35,25,2
T9,408,N31,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:07:23,48.472236,17.142785,6.3,0.95,0.93,568.13,0.5,1,0.3898,0.6567,6.19,240.27,0.8226,1.49,10000.0,4.7,1,5.06,0.5,0.6416,0.3064,0.731,1.0,High Risk,155.96,31,2
T5,707,N48,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:11:08,50.525041,23.794207,5.39,-0.57,0.76,0.0,0.5,1,0.3643,0.5872,0.02,863.38,1.0,1.0,3564.36,-10.0,0,9.04,1.85,1.0,0.0,1.0,0.8304,High Risk,149.82,28,2
T61,2942,N68,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:11:32,49.666031,21.550813,5.1,2.64,0.41,26.86,0.5,0,0.7312,0.5622,1.55,537.97,0.1807,1.0,3970.93,-10.0,0,8.47,0.5,0.0739,0.9628,0.1262,0.3769,Moderate Risk,151.12,26,2
T8,1971,N95,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:11:46,48.44284,23.199695,6.23,-0.24,0.0,215.99,0.5,1,0.3806,0.5433,2.0,100.0,0.7284,5.86,6973.96,-10.0,0,8.87,0.92,0.9002,0.3295,0.4363,0.6066,Moderate Risk,150.76,29,2
T71,3722,N42,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:13:56,48.829885,17.313008,8.82,-1.3,0.0,36.95,0.5,0,0.3632,0.8662,1.37,559.43,1.0,1.16,6376.09,-10.0,0,11.89,0.74,0.0646,0.1183,0.8718,1.0,High Risk,156.4,41,2
T16,799,N47,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:15:12,50.606696,17.490854,8.5,-0.97,0.0,285.45,2.25,0,0.4905,0.6988,6.49,407.02,0.0,4.1,2406.79,-6.25,0,10.49,2.35,0.5653,0.1797,0.4555,0.5292,Moderate Risk,158.66,37,2
T29,4719,N60,NodeType.CUSTOMER,ARRIVAL_NODE,RESTING,2023-01-01 03:30:52,51.321993,19.386179,13.36,3.4,0.39,0.0,0.5,1,0.3322,0.6585,4.97,307.46,0.7795,2.73,7827.96,-10.0,0,10.76,1.72,1.0,0.0,0.4455,0.5061,Moderate Risk,154.16,49,2
T6,4076,N72,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:40:06,50.918618,16.167175,10.06,2.63,0.24,557.42,0.5,1,0.4883,0.8513,1.44,483.78,0.2066,10.62,8551.99,-10.0,1,6.07,1.43,0.4795,0.7204,0.6068,1.0,High Risk,157.91,44,2
T14,486,N59,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:41:31,51.387317,16.212907,9.41,0.54,0.0,258.1,0.5,0,0.4728,0.8285,1.3,100.0,0.5502,8.29,4367.11,-4.31,0,5.16,0.5,0.5738,0.4527,0.477,1.0,Moderate Risk,145.55,38,2
T12,4189,N10,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:43:01,50.536473,15.826728,7.29,5.03,0.74,268.8,0.64,1,0.2844,0.5859,3.31,764.44,0.1515,2.82,3252.24,-9.4,0,7.6,0.5,0.9052,0.8401,0.534,0.9866,High Risk,154.24,41,2
T45,4044,N73,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:44:05,49.283886,21.22561,5.9,2.4,0.37,84.7,0.5,0,0.498,0.6477,0.0,340.51,0.715,10.27,8639.56,-10.0,1,4.61,0.5,0.073,0.0897,0.3359,1.0,Moderate Risk,151.81,45,2
T45,4044,N73,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:44:05,49.283886,21.22561,13.68,2.75,0.97,0.0,1.25,0,0.5075,0.5604,0.75,158.07,0.7915,1.12,10000.0,-10.0,1,3.34,0.5,1.0,0.0,0.1409,1.0,Moderate Risk,143.99,45,2
T173,3375,N42,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:53:17,48.829885,17.313008,7.83,4.39,0.2,539.84,0.5,1,0.437,0.9028,9.08,587.5,0.0,7.27,4537.74,-10.0,0,7.52,0.5,1.0,0.3312,0.8166,0.803,High Risk,145.57,41,2
T42,3085,N18,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:55:35,50.39766,14.591972,6.9,4.8,0.31,304.56,0.5,1,0.5526,0.8459,1.68,296.61,1.0,8.9,10000.0,-10.0,0,7.52,0.5,0.5256,0.0,0.6267,0.8064,High Risk,154.34,43,2
T42,3085,N18,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:55:35,50.39766,14.591972,17.1,-0.03,0.28,0.0,2.81,1,0.4217,1.0,0.0,600.33,0.3146,4.75,100.02,-10.0,0,10.47,0.5,0.2236,0.1945,0.8073,1.0,High Risk,156.27,43,2
T24,1030,N59,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:55:56,51.387317,16.212907,10.35,1.94,0.0,288.58,0.5,1,0.8585,0.7253,3.19,408.29,1.0,7.7,4683.26,-10.0,1,1.47,0.72,0.0909,0.6452,0.6106,0.8858,Moderate Risk,155.99,38,2
T61,2942,N85,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:00:05,49.81791,21.860772,8.01,2.64,0.34,217.4,0.5,1,0.2516,0.6691,0.0,667.64,1.0,6.63,8244.51,-10.0,0,10.28,1.09,0.6875,0.277,0.5974,1.0,High Risk,152.35,43,2
T2,4542,N69,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:06:59,49.350843,20.488821,7.37,2.45,1.54,549.01,0.5,0,0.3159,0.826,6.49,850.91,0.6389,7.68,5647.78,-10.0,0,13.19,0.56,1.0,0.0195,1.0,0.7751,High Risk,157.41,40,2
T71,3722,N8,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:08:28,49.229994,17.219004,6.53,5.21,0.0,269.04,0.5,0,0.4453,0.675,3.02,102.73,0.669,3.86,3817.69,-10.0,0,11.67,1.37,1.0,0.2486,0.9012,0.7598,High Risk,152.82,46,2
T86,1536,N49,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:12:02,49.932226,16.334858,7.74,2.66,0.52,0.0,0.5,0,0.5203,0.8937,0.0,665.44,0.4975,8.22,10000.0,-10.0,1,6.93,0.5,0.0,0.0,0.409,1.0,High Risk,149.19,40,2
T9,408,N80,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:15:35,48.535927,16.944614,5.04,2.89,0.15,0.0,0.5,0,0.5067,0.9313,7.89,308.49,0.5659,6.42,6647.05,9.56,0,8.78,2.09,0.9507,0.2245,0.0,0.5897,Moderate Risk,155.99,39,2
T59,3282,N89,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:16:29,48.591452,17.582317,7.0,-2.0,0.41,0.0,2.01,1,0.3722,0.6282,5.15,1000.0,0.878,1.43,8310.02,-8.36,0,9.56,0.5,0.5432,0.4976,0.7432,0.7904,High Risk,148.83,42,2
T59,3282,N89,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:16:29,48.591452,17.582317,12.33,5.07,0.84,525.93,0.5,0,0.3137,0.909,0.0,426.18,0.7131,11.12,3277.41,-10.0,0,15.9,1.71,0.895,0.6521,1.0,0.7692,High Risk,149.86,42,2
T87,2551,N49,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:17:40,49.932226,16.334858,7.43,3.66,0.17,390.85,1.98,1,0.505,0.7671,3.81,507.22,0.2014,1.47,3123.0,-2.47,0,11.13,1.43,1.0,0.1027,0.9111,0.5745,High Risk,151.01,40,2
T38,4723,N70,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:18:11,49.473326,14.0,9.05,-2.0,0.2,814.75,0.5,1,0.3752,0.9496,0.0,641.5,0.3416,2.23,5983.71,-10.0,0,11.57,0.5,1.0,0.3384,1.0,1.0,High Risk,156.21,41,2
T8,1971,N76,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:24:05,48.539193,23.84248,12.97,1.31,0.87,440.24,3.54,1,0.3586,0.5361,2.43,482.1,0.7359,5.01,3662.09,-10.0,0,13.23,1.11,0.8445,0.8564,1.0,0.8155,High Risk,156.02,30,2
T41,1141,N46,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:30:51,51.060698,22.521341,16.76,-2.0,0.13,88.3,0.5,1,0.7448,0.4351,2.91,385.87,0.9575,2.36,5347.3,-10.0,1,6.56,1.66,0.0511,0.7501,0.3633,0.2056,Moderate Risk,147.81,51,2
T123,4777,N68,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:31:02,49.666031,21.550813,5.01,1.71,0.03,0.0,0.5,1,0.4245,0.5694,6.23,918.05,0.7941,1.0,6191.16,2.98,1,4.69,0.5,0.1214,0.0437,0.501,0.9092,Moderate Risk,154.17,26,2
T47,950,N85,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:31:12,49.81791,21.860772,5.2,2.04,0.81,212.37,1.73,1,0.6241,0.607,1.49,485.41,0.4606,1.0,1352.2,-10.0,0,7.19,0.5,0.8057,0.3938,0.5819,0.494,Moderate Risk,152.19,43,2
T47,950,N85,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:31:12,49.81791,21.860772,11.48,3.36,0.0,0.0,0.5,0,0.3816,0.6301,1.61,537.28,0.8534,11.82,4065.31,-10.0,0,10.23,0.5,0.366,0.7469,0.6267,0.8987,High Risk,144.16,43,2
T124,2954,N68,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:32:16,49.666031,21.550813,7.81,-1.3,0.58,382.39,1.43,1,0.4647,0.6069,5.17,356.54,0.4324,8.62,7426.87,-8.41,0,8.9,0.5,0.0694,0.6666,0.468,1.0,High Risk,155.06,26,2
T87,2551,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:33:16,49.948557,16.451728,5.17,3.13,0.68,25.68,0.79,1,0.3027,0.8065,2.26,1007.81,0.7485,2.31,6168.06,-7.68,0,13.01,0.5,0.9453,0.0,0.9163,0.9812,High Risk,155.28,38,2
T79,1395,N71,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:34:31,51.104791,23.888211,10.28,-2.0,0.51,105.43,0.5,1,0.3764,0.355,0.0,797.26,0.8515,10.87,8768.64,-10.0,0,7.7,0.5,0.6374,0.0,0.7996,1.0,High Risk,149.83,32,2
T33,1282,N34,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:35:08,50.867992,21.789634,5.64,3.12,0.59,311.7,0.5,1,0.6281,0.559,1.13,362.24,0.4911,9.38,1957.09,-10.0,1,6.43,0.64,0.077,0.1268,0.755,0.8564,High Risk,155.99,34,2
T24,1030,N21,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:36:43,51.148885,16.309451,7.15,-0.06,0.45,0.0,1.38,0,0.2253,0.6862,0.0,102.04,1.0,13.26,7560.93,-10.0,0,9.72,0.81,0.8448,0.4383,0.3876,1.0,High Risk,152.78,35,2
T13,3205,N41,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:39:41,51.219108,24.0,8.11,0.61,0.54,464.14,2.99,1,0.3528,0.3571,1.03,1000.0,0.7386,8.88,2895.1,-4.73,0,8.9,2.98,0.0004,0.6884,0.5622,1.0,High Risk,152.84,35,2
T14,486,N21,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:44:54,51.148885,16.309451,8.61,2.56,0.0,50.07,0.5,1,0.4709,0.7638,8.32,424.7,0.168,1.0,5898.86,-10.0,0,9.02,0.5,1.0,0.3322,0.1795,0.7498,Moderate Risk,150.43,35,2
T53,3689,N46,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:47:12,51.060698,22.521341,12.9,-0.66,1.26,217.2,0.5,0,0.8753,0.5637,5.27,1000.0,0.6806,1.0,10000.0,-9.59,1,2.13,0.5,0.4902,0.2028,0.3268,0.6716,Moderate Risk,155.7,51,2
T19,52,N19,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:53:27,49.471693,15.504065,5.0,2.65,0.0,295.74,1.67,1,0.5681,0.6352,3.25,1000.0,0.56,3.1,5764.71,-9.3,1,4.31,0.5,0.8359,0.0,0.6164,0.6313,Moderate Risk,155.99,49,2
T19,52,N19,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:53:27,49.471693,15.504065,15.9,3.53,0.1,10.89,0.69,1,0.3692,0.9876,0.46,473.97,0.8043,1.0,5940.35,-10.0,0,13.03,2.53,0.1515,0.8592,0.8005,0.7113,High Risk,147.03,49,2
T15,937,N1,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:55:16,49.906097,17.457825,6.82,1.55,0.43,282.76,1.89,1,0.5476,0.7516,2.02,106.5,0.6282,1.0,7755.06,-5.69,0,9.15,0.5,0.6702,0.2824,0.7123,0.7563,High Risk,155.99,45,2
T52,342,N70,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:56:06,49.473326,14.0,6.68,1.36,1.23,0.0,0.5,1,0.679,1.0,0.0,868.1,0.0,4.82,3483.82,-7.98,0,10.54,0.5,0.7111,0.4115,0.6036,0.5174,High Risk,146.02,41,2
T79,1395,N100,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:03:30,50.916985,23.987297,5.59,3.7,0.0,62.43,0.5,0,0.3662,0.5103,5.65,821.26,1.0,1.0,6654.32,-10.0,1,6.89,0.5,0.6804,0.2445,0.7437,0.8186,High Risk,155.22,41,2
T123,4777,N85,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:05:24,49.81791,21.860772,5.0,5.51,0.0,0.0,0.5,0,0.4937,0.5139,0.0,1017.18,0.3484,1.0,3512.9,-10.0,0,9.14,0.5,0.0908,0.0,0.4439,0.5924,Moderate Risk,145.88,43,2
T173,3375,N8,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:07:11,49.229994,17.219004,5.8,-2.0,0.0,507.41,0.5,1,0.4523,0.62,4.97,816.8,0.1546,6.96,3245.58,-10.0,0,11.44,0.5,0.6773,0.0,0.7835,1.0,High Risk,150.53,46,2
