truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T29,1296,N24,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:55:53,50.691617,14.647866,8.68,5.25,0.0,191.35,0.5,0,0.2673,0.8753,0.0,1000.0,0.0,1.0,6024.25,-10.0,0,9.19,0.5,1.0,0.4277,0.8491,1.0,High Risk,105.29,33,0
T4,1362,N79,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:59:19,50.084105,14.912093,5.15,2.23,0.58,520.88,0.5,1,0.4874,1.0,7.12,493.3,0.4493,5.78,9279.6,-10.0,1,6.71,0.5,0.4523,0.4095,0.5783,0.7588,Moderate Risk,100.65,39,0
T53,720,N61,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:00:22,50.017148,20.102642,7.78,2.29,0.23,0.0,0.5,1,0.4812,0.6907,0.23,919.9,0.4209,1.98,8862.13,-10.0,0,11.18,0.5,0.1978,0.6305,0.8379,0.5228,High Risk,101.07,37,0
T17,1268,N41,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:04:19,51.219108,24.0,6.81,-2.0,0.38,162.56,0.5,0,0.6107,0.6711,1.82,165.18,0.5333,2.39,3473.04,-10.0,1,6.42,0.5,0.2961,0.1926,0.6444,0.6957,Moderate Risk,101.69,38,0
T26,2306,N18,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:08:20,50.39766,14.591972,7.16,1.04,1.13,0.0,0.5,1,0.0371,0.825,1.28,104.86,0.9363,6.27,6379.88,-10.0,0,12.47,0.5,0.0,0.4348,0.5414,0.9779,High Risk,101.86,38,0
T77,648,N86,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:12:22,51.361188,20.549797,8.57,3.06,0.92,306.98,0.5,1,0.2464,0.5565,9.38,845.16,0.4185,1.07,7480.49,-9.53,1,4.95,0.5,0.2723,0.0524,0.3944,1.0,Moderate Risk,103.06,31,0
T66,4287,N49,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:14:59,49.932226,16.334858,8.18,-1.49,0.0,344.12,0.5,1,0.401,0.8807,3.64,446.97,0.9022,8.05,10000.0,-10.0,0,8.49,1.52,0.6252,0.0,0.7095,1.0,High Risk,98.65,48,0
T15,3140,N30,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:16:29,50.134731,22.894817,13.44,3.04,0.47,53.19,1.34,1,0.3563,0.6908,7.09,717.87,0.2359,1.0,10000.0,-10.0,0,14.46,0.5,0.3356,0.2438,0.7805,0.5177,High Risk,107.68,37,0
T15,3140,N30,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:16:29,50.134731,22.894817,13.59,2.38,0.8,75.65,0.5,0,0.0495,0.4438,7.02,540.19,0.3159,1.0,1111.29,-10.0,0,15.11,0.5,0.6692,0.5428,0.8015,1.0,High Risk,107.78,37,0
T3,3406,N53,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:17:18,49.719924,14.907012,17.15,-0.54,0.49,287.47,0.5,1,0.7191,0.6979,9.26,339.98,0.0,1.0,2035.9,-10.0,1,3.43,0.5,0.797,0.4436,0.6031,0.4136,Moderate Risk,103.03,40,0
T2,3267,N8,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:20:04,49.229994,17.219004,11.51,-0.95,0.0,246.51,1.8,1,0.4291,0.738,0.39,467.79,0.966,6.55,6748.89,-10.0,0,8.98,2.54,0.5116,0.0,0.6341,0.8045,High Risk,106.73,38,0
T19,2813,N82,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:21:51,48.60615,22.630589,5.02,2.69,0.07,155.16,2.34,1,0.599,0.4693,1.72,438.31,0.9345,5.8,8254.66,-10.0,0,8.57,0.5,0.294,0.3412,0.6581,0.6889,High Risk,102.36,36,0
T19,2813,N82,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:21:51,48.60615,22.630589,9.24,3.05,0.32,36.12,0.58,1,0.3234,0.6561,4.65,201.16,0.3908,1.62,7127.5,-4.37,0,10.87,0.5,0.4688,0.0438,1.0,1.0,High Risk,100.54,36,0
T21,4705,N18,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:25:09,50.39766,14.591972,6.96,1.1,0.79,197.16,0.5,1,0.1848,0.8415,2.86,620.1,1.0,7.4,9647.62,-2.73,0,14.79,3.15,0.8928,0.0,0.8553,1.0,High Risk,108.86,38,0
T21,4705,N18,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:25:09,50.39766,14.591972,5.53,1.4,0.53,348.61,1.1,0,0.5965,0.8153,0.0,100.0,0.6758,6.51,5960.9,-10.0,0,12.53,3.18,0.0128,0.1417,0.2335,0.0,Moderate Risk,103.78,38,0
T12,1588,N87,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:27:45,50.472782,20.52185,5.1,-1.8,0.41,0.0,0.5,1,0.4976,0.7479,0.0,262.22,0.0262,4.05,100.02,-10.0,0,7.82,0.5,0.785,0.3367,0.0855,0.702,Moderate Risk,102.66,40,0
T78,335,N98,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:31:03,51.054165,18.331809,7.98,0.61,0.0,629.68,0.5,1,0.4495,0.6483,1.61,290.71,0.4471,1.0,1182.55,-10.0,0,11.53,0.5,0.346,0.2444,0.4234,0.6694,High Risk,101.14,42,0
T77,648,N27,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:31:48,51.353022,20.755589,10.15,-2.0,0.92,336.29,1.12,1,0.4575,0.4615,0.91,597.93,0.8256,4.41,3174.99,-10.0,0,7.15,0.5,1.0,0.1167,0.6057,0.9349,High Risk,106.39,37,0
T23,3403,N70,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:33:35,49.473326,14.0,5.87,3.99,0.78,228.63,0.5,0,0.1266,0.6638,1.46,247.52,0.8623,4.84,1016.13,-10.0,0,12.97,1.39,1.0,0.2972,0.2808,1.0,High Risk,97.52,41,0
T35,4366,N70,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:34:01,49.473326,14.0,8.34,3.68,0.57,700.34,0.5,1,0.2374,0.7048,0.0,407.06,0.4331,11.38,7685.05,-10.0,1,5.42,0.5,0.5258,0.1979,0.4005,1.0,Moderate Risk,109.3,41,0
T22,3417,N89,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:45:00,48.591452,17.582317,11.15,1.56,0.0,35.36,0.5,1,0.2489,0.8437,0.65,456.23,0.6312,8.47,5196.03,-10.0,0,11.78,0.5,0.753,0.3013,0.6491,1.0,High Risk,100.94,33,0
T20,2912,N56,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:47:16,48.810288,16.372967,14.08,4.06,1.18,0.0,0.84,1,0.3104,0.8778,2.1,998.37,0.6906,7.02,100.02,-10.0,0,10.97,1.33,0.8783,0.3155,0.5044,0.9101,High Risk,106.3,34,0
T20,2912,N56,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:47:16,48.810288,16.372967,16.07,-1.77,1.35,0.0,1.54,1,0.4245,0.6937,3.22,342.33,0.4507,7.6,10000.0,-10.0,0,7.49,0.5,0.5567,0.1961,0.2579,1.0,Moderate Risk,102.84,34,0
T53,720,N25,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:52:32,49.917529,20.491362,7.61,3.03,0.83,292.8,0.68,1,0.4277,0.724,5.96,191.15,0.8829,13.89,10000.0,-10.0,1,6.27,0.5,0.301,0.6826,0.9029,0.689,High Risk,105.71,41,0
T14,2556,N8,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:53:11,49.229994,17.219004,10.3,1.41,1.37,150.17,0.5,1,0.3648,0.7688,0.0,776.68,0.3054,1.0,7726.98,-2.32,0,10.56,0.5,0.96,0.0951,0.809,1.0,High Risk,108.26,38,0
T52,333,N62,NodeType.HUB,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:03:08,51.328526,19.769817,10.59,1.52,0.66,8.18,1.31,0,0.301,0.6311,1.74,374.52,0.2587,5.12,4527.52,-10.0,0,11.83,0.5,0.7421,0.9364,1.0,0.735,High Risk,102.38,34,0
T37,3086,N62,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:04:22,51.328526,19.769817,12.76,-1.56,0.0,235.63,0.5,1,0.3872,0.474,6.8,185.14,0.0234,7.77,4469.8,-10.0,0,14.23,1.8,0.0434,0.5176,0.6336,0.8344,High Risk,108.09,34,0
T33,3844,N39,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:05:35,49.713391,22.79065,5.1,1.08,0.15,62.83,0.5,1,0.4697,0.5836,6.87,652.13,0.6185,2.25,10000.0,-10.0,0,4.97,3.41,0.5621,0.0,0.7963,1.0,High Risk,106.37,39,0
T24,4197,N20,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:06:44,51.10969,20.496443,8.21,4.38,0.6,78.82,0.5,0,0.4525,0.6612,1.49,281.73,0.0,3.35,7854.95,-10.0,1,5.59,2.42,0.2183,0.7311,0.8799,1.0,High Risk,104.63,30,0
T28,3019,N6,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:09:09,49.948557,16.451728,8.82,-2.0,0.0,118.47,0.5,1,0.455,0.8255,1.76,769.3,0.4407,10.4,5977.92,-8.6,1,4.62,1.12,0.5407,0.0,1.0,0.8173,High Risk,104.92,37,0
T12,1588,N51,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:14:12,50.304573,20.257622,6.5,-0.38,0.41,0.0,1.18,1,0.2481,0.7819,0.0,113.21,0.4733,6.28,6485.67,-10.0,0,15.47,0.5,0.5745,0.1789,0.4965,0.7742,High Risk,102.52,37,0
T21,4705,N79,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:16:32,50.084105,14.912093,8.78,2.66,0.35,248.91,1.09,0,0.1148,0.7798,6.73,339.15,0.3227,1.0,9763.36,-10.0,0,14.13,0.95,0.759,0.0,0.4169,1.0,High Risk,109.31,39,0
T161,2150,N73,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:25:40,49.283886,21.22561,11.53,-2.0,1.23,0.0,0.5,1,0.5796,0.5343,0.0,916.59,0.5005,1.0,10000.0,-7.15,0,12.29,0.5,1.0,0.3679,0.7525,0.7888,High Risk,97.89,41,0
T29,1296,N79,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:25:40,50.084105,14.912093,14.66,4.02,1.24,0.0,0.5,1,0.4304,0.6433,0.37,1044.89,0.1166,9.72,3106.89,-10.0,1,5.43,2.26,0.9588,0.0,0.8139,1.0,High Risk,106.25,39,0
T26,2306,N18,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:28:33,50.39766,14.591972,12.42,-1.8,0.28,0.0,0.5,1,0.3235,0.9709,0.0,486.45,0.5192,5.68,5227.26,-10.0,0,9.99,0.5,0.2184,0.3099,1.0,1.0,High Risk,106.89,38,0
T26,2306,N18,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:28:33,50.39766,14.591972,10.69,-2.0,0.92,115.37,1.84,0,0.4004,0.9079,0.0,324.39,0.6325,9.46,3031.3,-10.0,0,8.62,0.5,0.243,0.3911,0.2976,1.0,High Risk,104.8,38,0
T75,4030,N61,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:29:13,50.017148,20.102642,7.97,-1.09,0.37,350.89,0.5,0,0.5428,0.5448,0.0,171.28,0.2401,4.23,10000.0,2.99,1,4.47,0.5,0.7077,0.0,0.3608,0.9396,Moderate Risk,104.36,37,0
T4,1362,N53,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:32:01,49.719924,14.907012,10.34,-1.21,0.7,267.48,0.93,1,0.386,1.0,0.0,166.11,0.5794,4.06,4839.01,-7.86,0,13.27,1.89,0.7274,0.0732,1.0,0.7659,High Risk,109.69,40,0
T67,2457,N71,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:32:25,51.104791,23.888211,5.41,1.44,1.17,134.85,0.5,1,0.644,0.4636,5.45,997.06,0.5582,4.58,7636.47,-10.0,1,5.71,2.07,0.6762,0.0144,0.2476,0.481,Moderate Risk,101.62,36,0
T7,4857,N1,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:32:52,49.906097,17.457825,5.29,1.52,1.15,563.06,0.5,1,0.5638,0.7123,0.0,218.14,1.0,2.5,10000.0,-10.0,0,9.15,0.5,0.3155,1.0,0.525,0.6335,Moderate Risk,108.06,47,0
