truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T98,392,N13,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:25:58,48.648611,23.644309,13.73,-1.77,0.16,227.34,1.0,1,0.5599,0.3537,7.64,190.57,0.7055,5.81,563.82,-10.0,1,3.57,1.09,0.7223,0.4505,0.2157,1.0,Moderate Risk,164.66,35,7
T205,1722,N13,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:29:51,48.648611,23.644309,13.84,0.8,0.41,245.96,0.5,0,0.3065,0.5911,3.91,100.0,0.3265,2.66,1176.17,-10.0,0,10.92,0.85,0.6868,0.1271,0.5247,0.3848,Moderate Risk,168.47,35,7
T43,2701,N1,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 02:42:51,49.906097,17.457825,11.34,0.41,0.0,303.31,0.95,1,0.1853,0.5086,2.93,297.4,0.0,15.84,3723.16,-10.0,0,18.0,1.97,0.6729,0.3185,0.9803,0.8451,High Risk,165.12,31,7
T43,2701,N1,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:42:51,49.906097,17.457825,5.0,2.48,0.0,227.01,0.5,1,0.2436,0.7107,0.06,416.89,0.595,8.55,6424.56,-10.0,0,11.72,0.5,1.0,0.0,0.7083,1.0,High Risk,168.88,31,7
T10,1469,N35,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:58:38,51.588188,20.488821,11.88,1.52,0.55,70.22,0.5,1,0.484,0.4318,3.0,214.9,0.4529,8.49,5285.77,2.24,0,10.41,0.5,0.7262,0.6444,0.7929,0.9091,High Risk,170.66,35,7
T12,1305,N19,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:59:16,49.471693,15.504065,6.92,0.26,1.18,732.32,0.5,1,0.4441,0.8079,13.01,606.46,1.0,5.81,5370.33,-10.0,0,8.63,1.01,0.0069,0.3916,1.0,0.5934,High Risk,168.44,36,7
T86,2053,N7,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:01:10,50.792869,20.864837,7.12,-1.49,0.11,0.0,0.52,1,0.3776,0.4504,1.06,520.01,0.3935,2.87,3622.8,-10.0,0,7.52,1.42,0.4247,0.054,0.5619,1.0,High Risk,167.52,49,7
T61,941,N55,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:04:58,51.021503,21.433943,14.73,2.14,0.41,131.86,0.5,0,0.511,0.5257,5.03,702.11,0.5894,1.0,3924.22,-10.0,0,13.21,0.5,1.0,0.0,0.656,0.4336,High Risk,168.49,40,7
T61,941,N55,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:04:58,51.021503,21.433943,5.89,0.37,0.24,26.6,0.5,1,0.6465,0.6253,0.86,100.0,1.0,5.17,6175.61,-8.61,1,6.21,0.5,0.3005,0.0,0.524,1.0,High Risk,166.8,40,7
T61,941,N83,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:10:37,50.99374,21.474593,6.22,-2.0,0.62,63.61,0.76,0,0.1855,0.6389,1.71,316.17,0.9266,9.33,3985.67,-10.0,1,6.78,0.5,0.0,0.0,0.7671,1.0,High Risk,262.47,34,7
T3,1044,N3,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:18:07,51.101525,22.869411,12.6,1.54,1.12,181.77,0.5,1,0.5398,0.4969,3.3,724.83,0.1349,5.47,100.02,-10.0,0,10.04,0.73,0.4055,0.1671,0.0962,0.6338,Moderate Risk,164.49,30,7
T69,2860,N55,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:21:20,51.021503,21.433943,5.19,1.3,0.78,134.59,3.77,1,0.2677,0.5023,0.45,526.42,0.9369,1.59,4227.4,-10.0,0,11.0,0.5,0.0,0.1383,0.3978,1.0,High Risk,171.71,40,7
T48,1875,N47,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:29:46,50.606696,17.490854,7.52,0.47,0.71,0.0,0.5,1,0.6809,0.7284,5.97,556.97,0.0,1.0,4880.05,-10.0,1,3.8,0.5,0.242,0.0499,0.3998,0.3892,Low Risk,162.91,33,7
T19,442,N52,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:40:15,49.879967,23.743394,5.76,0.2,0.0,0.0,0.5,0,0.4585,0.6297,7.3,100.0,0.5096,5.5,8825.32,-3.92,1,6.07,2.86,0.0298,0.0622,0.5452,0.5974,Moderate Risk,162.99,32,7
T9,1761,N58,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:40:58,49.974687,19.279472,9.85,1.64,0.49,49.83,0.5,1,0.4934,0.581,1.74,586.83,0.0,1.0,9989.02,-3.04,0,12.63,1.57,0.6078,0.4962,0.4052,0.0518,Moderate Risk,171.46,48,7
T40,2983,N17,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:41:57,51.550627,17.08689,9.99,1.14,0.63,293.72,0.5,0,0.3334,0.6024,4.73,411.88,0.9048,11.21,10000.0,-10.0,0,9.16,0.6,0.5581,0.1374,0.701,0.8214,High Risk,170.3,36,7
T36,2108,N57,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:52:36,50.78797,20.628557,8.95,-0.16,1.82,34.14,0.5,1,0.4178,0.5117,2.0,109.65,0.0,9.99,8481.67,-9.47,1,4.98,1.76,0.2351,0.6748,0.6953,1.0,High Risk,168.28,42,7
T36,2108,N57,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:52:36,50.78797,20.628557,9.38,2.41,0.68,0.0,0.5,1,0.2906,0.6642,8.71,719.17,0.9741,1.0,5231.33,-10.0,0,9.82,0.5,0.6681,0.435,0.6725,0.8043,High Risk,172.78,42,7
T30,3588,N11,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:56:47,51.364454,17.130081,8.95,1.85,0.55,0.0,0.5,1,0.4288,1.0,1.2,100.0,0.1578,5.17,8273.84,-9.49,0,8.7,0.5,0.17,0.2688,0.5805,1.0,High Risk,172.72,33,7
T30,3588,N11,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:56:47,51.364454,17.130081,5.0,5.64,0.0,125.1,0.5,0,0.4921,0.8388,6.44,358.51,0.4825,3.52,6642.49,-7.31,0,8.47,0.5,0.4104,0.2683,0.7962,0.9894,High Risk,166.23,33,7
T205,1722,N82,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:59:52,48.60615,22.630589,6.24,2.62,0.0,424.16,2.08,1,0.4353,0.5466,0.0,315.24,0.5467,4.38,4876.44,-10.0,1,5.55,0.5,0.0,0.0,0.4966,1.0,Moderate Risk,164.89,46,7
T86,2053,N20,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:03:49,51.10969,20.496443,5.0,-1.9,0.0,0.0,0.5,1,0.4852,0.5491,4.66,103.13,0.1406,11.67,3143.82,9.95,1,6.3,0.5,0.9032,0.0,0.6489,0.7949,Moderate Risk,168.61,37,7
T14,3486,N21,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:08:36,51.148885,16.309451,5.93,-2.0,0.13,0.0,1.96,1,0.4522,0.7555,3.19,440.53,0.3991,15.54,2730.29,-10.0,0,8.41,0.5,0.4223,0.0,0.7306,1.0,High Risk,171.41,27,7
T14,3486,N21,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:08:36,51.148885,16.309451,8.97,1.82,0.83,180.99,1.94,0,0.3313,0.662,0.0,737.76,1.0,6.12,8476.11,-10.0,0,14.67,1.13,0.6716,0.2958,0.2492,0.6396,High Risk,166.37,27,7
T8,1394,N10,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:08:59,50.536473,15.826728,11.06,-0.97,0.8,323.67,0.5,0,0.3046,0.9401,0.0,605.44,0.0,1.0,10000.0,-5.85,0,12.73,2.77,0.4385,0.468,1.0,0.4443,High Risk,166.28,34,7
T61,941,N83,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:10:37,50.99374,21.474593,5.06,2.75,0.23,0.0,0.5,1,0.3016,0.5931,4.87,202.9,0.1037,3.36,3716.61,-10.0,0,6.06,0.5,0.0,0.0556,0.1101,1.0,Moderate Risk,160.71,34,7
T61,941,N83,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:10:37,50.99374,21.474593,5.0,3.76,0.0,739.63,2.28,1,0.2669,0.4903,7.56,795.14,1.0,6.47,3520.71,-10.0,0,13.45,0.5,0.2291,0.2872,0.8319,0.9516,High Risk,165.12,34,7
T45,3931,N37,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:18:16,49.34921,23.796748,16.49,6.0,0.7,0.0,0.5,0,0.4256,0.3588,2.73,329.95,1.0,1.92,4630.46,-10.0,0,7.34,1.32,0.2714,0.4478,0.1862,0.7986,Moderate Risk,171.04,40,7
T27,4950,N45,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:22:34,51.361188,18.070122,5.12,3.92,0.47,97.94,0.5,0,0.4475,0.6861,3.76,670.85,0.4833,5.51,5654.22,-10.0,0,8.75,1.1,0.6299,0.2284,0.2999,0.8383,Moderate Risk,159.16,38,7
T119,3952,N45,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:24:03,51.361188,18.070122,5.26,4.3,1.03,0.0,0.5,1,0.3136,0.5097,0.0,100.0,0.1836,6.01,6523.79,-10.0,0,13.39,0.5,0.7324,0.2878,0.6372,0.329,High Risk,163.3,38,7
T10,1469,N20,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:24:22,51.10969,20.496443,5.02,-0.11,0.08,162.22,1.54,0,0.1231,0.4527,4.19,465.77,1.0,1.87,8602.61,-10.0,0,13.86,2.02,0.3535,0.0304,0.9931,0.8043,High Risk,171.06,37,7
T19,442,N96,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:25:08,49.81301,23.494411,6.43,4.27,0.67,0.0,0.5,0,0.4039,0.2919,5.57,824.62,0.7228,3.32,6432.92,-10.0,0,9.89,2.44,0.6682,0.7665,0.573,1.0,High Risk,160.41,36,7
T164,4624,N7,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:29:21,50.792869,20.864837,10.9,0.44,1.3,239.8,0.5,0,0.3757,0.7114,3.27,100.0,0.5122,7.36,7914.34,-10.0,0,8.56,0.85,1.0,0.1507,0.458,0.8502,High Risk,163.43,49,7
T2,4784,N15,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:30:07,51.548994,17.119919,6.76,0.4,0.0,39.88,0.5,0,0.3292,0.5569,4.9,920.66,0.3346,10.2,8150.15,-10.0,0,9.87,0.5,0.0428,0.3451,0.7728,0.9854,High Risk,159.37,41,7
T51,1032,N35,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:31:54,51.588188,20.488821,8.01,2.28,0.77,416.09,0.5,1,0.4386,0.4784,7.24,409.11,0.2107,1.0,7269.12,-4.61,0,8.67,0.5,0.0,0.0,0.5205,1.0,High Risk,165.44,35,7
T63,1600,N35,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:33:13,51.588188,20.488821,5.0,0.96,0.0,0.0,2.02,1,0.3116,0.5674,5.37,993.33,0.7473,6.77,10000.0,-2.59,0,13.19,0.5,0.1714,0.1896,0.747,1.0,High Risk,170.92,35,7
T168,1759,N89,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:33:38,48.591452,17.582317,5.0,-2.0,0.0,164.62,0.5,1,0.1675,0.8217,2.06,631.03,0.4888,10.74,1879.92,-10.0,0,13.76,2.06,0.4357,0.4958,0.6338,0.7828,High Risk,163.0,28,7
T98,392,N82,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:38:17,48.60615,22.630589,12.85,3.57,1.0,185.19,0.5,1,0.6846,0.6948,1.3,997.23,0.5414,4.86,8469.48,-10.0,1,6.79,0.5,0.6479,0.0,0.7106,1.0,High Risk,169.8,46,7
T34,1651,N26,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:38:50,48.411812,14.403963,9.27,5.07,0.5,117.29,0.5,0,0.2428,0.9349,0.0,488.62,0.3809,1.0,4355.51,-0.82,0,13.61,0.5,0.1334,0.0,0.7528,0.4995,High Risk,165.8,41,7
T12,1305,N4,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:38:53,48.918072,15.112805,7.31,-0.39,0.49,191.86,0.5,1,0.5804,1.0,7.24,970.82,0.5293,8.69,7838.0,-10.0,1,6.76,0.5,0.6049,0.5914,0.7981,0.5761,Moderate Risk,168.31,39,7
T6,3424,N94,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:40:34,49.984486,14.007622,10.76,1.88,1.06,312.0,0.5,1,0.4395,0.9557,6.76,298.33,0.4454,9.21,6931.46,1.34,0,7.87,2.59,0.4741,0.537,0.1786,0.5451,Moderate Risk,159.51,47,7
T9,1761,N58,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:43:08,49.974687,19.279472,5.23,-2.0,0.0,110.41,1.01,0,0.3037,0.7907,6.67,769.05,0.3077,8.56,10000.0,-10.0,0,15.98,1.13,0.581,0.0834,0.8621,0.6718,High Risk,171.15,48,7
T9,1761,N58,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:43:08,49.974687,19.279472,10.76,-0.46,0.0,297.51,1.34,1,0.5291,0.6743,1.48,689.91,0.0,1.29,8950.96,-10.0,1,3.61,0.5,0.1402,0.9721,0.6226,0.9439,Moderate Risk,169.8,48,7
T91,788,N35,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:43:20,51.588188,20.488821,11.46,-0.37,0.0,576.23,0.5,1,0.3993,0.5783,4.51,100.0,0.0,1.3,10000.0,-10.0,0,12.32,0.5,1.0,0.0302,0.4396,0.8741,High Risk,166.11,35,7
T75,25,N47,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:44:06,50.606696,17.490854,5.0,-0.33,0.0,196.31,0.81,1,0.5272,0.6276,9.92,100.0,0.9849,1.0,8995.43,-10.0,0,8.89,0.5,0.8222,0.6425,1.0,1.0,High Risk,161.21,33,7
T92,2780,N19,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:45:47,49.471693,15.504065,7.71,0.49,0.4,0.0,1.47,0,0.373,0.7694,5.68,478.97,0.2777,11.76,3219.06,-10.0,1,4.73,1.23,1.0,0.0002,0.6165,1.0,Moderate Risk,160.43,36,7
T39,627,N1,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:55:30,49.906097,17.457825,5.27,-2.0,0.65,319.92,0.5,1,0.1729,0.9191,5.56,381.88,0.7115,6.44,3547.01,-10.0,0,13.92,1.05,0.6725,0.0,1.0,1.0,High Risk,172.31,31,7
T7,2459,N3,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:55:47,51.101525,22.869411,6.34,-1.33,0.27,354.82,0.5,0,0.4324,0.2987,0.0,120.65,0.5921,2.76,3810.13,-10.0,1,2.17,1.22,0.3104,0.8232,0.8319,1.0,Moderate Risk,172.23,30,7
T30,3588,N32,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:01:09,51.194612,17.569614,5.07,-0.73,0.26,174.49,0.5,1,0.3132,0.7491,1.34,262.92,0.6111,1.0,10000.0,-10.0,0,7.82,1.26,0.8594,0.4127,0.5558,0.9622,High Risk,159.89,40,7
T20,,N100,NodeType.WAREHOUSE,DEPART_NODE,IDLE,2023-01-01 05:01:35,50.916985,23.987297,11.34,-0.89,0.43,10.23,0.69,1,0.4007,0.4081,5.72,430.11,0.2435,1.0,5012.7,-8.17,0,9.94,0.5,0.5437,0.0,1.0,0.8922,High Risk,171.4,32,7
T1,1005,N25,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:02:18,49.917529,20.491362,10.57,6.38,0.1,576.95,2.76,1,0.4717,0.5411,6.28,452.33,0.4706,1.0,2413.9,-10.0,1,6.53,0.5,1.0,0.6463,0.3322,1.0,Moderate Risk,162.32,48,7
T2,4784,N11,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:07:32,51.364454,17.130081,9.6,-1.14,0.16,0.0,0.5,1,0.3056,0.473,5.99,516.55,0.1772,8.28,2522.88,-10.0,1,6.02,0.5,0.4775,0.2521,0.5826,1.0,High Risk,166.55,33,7
T8,1394,N84,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:07:53,50.632826,15.504065,11.16,2.66,0.0,169.71,0.57,1,0.3235,0.6856,0.0,698.93,0.129,6.41,6109.8,-10.0,0,8.91,0.5,0.028,0.2235,0.4917,1.0,High Risk,171.31,38,7
T43,2701,N28,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:08:35,49.943658,18.512195,9.73,-0.37,0.0,487.41,1.61,1,0.4843,0.6399,6.32,932.68,0.7267,10.02,8815.21,-10.0,0,8.44,1.47,0.0,0.0,0.502,0.9872,High Risk,162.16,27,7
T32,1010,N8,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 05:12:11,49.229994,17.219004,9.51,2.11,0.36,207.16,3.67,1,0.0,0.7309,1.71,499.17,0.4473,12.69,4598.94,-10.0,0,18.03,0.5,0.0,0.6025,1.0,0.7523,High Risk,168.06,44,7
T32,1010,N8,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:12:11,49.229994,17.219004,16.06,0.63,0.33,108.82,0.5,1,0.4326,0.8284,0.62,674.73,0.5355,3.99,10000.0,-5.15,0,10.79,0.5,0.4454,0.1142,0.482,1.0,High Risk,163.19,44,7
T36,2108,N51,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:12:15,50.304573,20.257622,5.08,-0.83,0.33,25.48,3.55,1,0.4958,0.3474,0.06,683.88,0.4219,12.64,3618.37,-7.05,1,3.59,1.11,0.1523,0.1937,0.5678,0.7645,Moderate Risk,170.25,45,7
T27,4950,N23,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:12:36,51.166849,18.542683,5.42,1.04,1.66,916.33,1.14,0,0.4034,0.6347,0.0,1022.12,0.0,15.53,3381.01,-6.23,0,8.1,0.5,0.0768,0.0,0.2739,1.0,Moderate Risk,163.47,25,7
T13,1824,N94,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:13:27,49.984486,14.007622,14.23,-2.0,0.0,407.84,0.5,1,0.5425,0.9345,0.0,1000.0,1.0,6.32,4538.28,-4.86,0,8.69,1.58,0.1898,0.0685,0.6401,0.4963,Moderate Risk,163.97,47,7
