truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T19,2083,N39,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:36:36,49.713391,22.79065,10.91,2.85,0.98,220.35,0.5,1,0.2924,0.6348,3.56,578.17,0.9473,9.1,6560.06,5.72,0,8.28,0.5,0.7009,0.0,1.0,1.0,High Risk,86.95,26,1
T22,2654,N18,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:47:11,50.39766,14.591972,8.9,-0.29,0.04,88.08,0.5,1,0.3731,0.9337,0.0,655.02,0.0,17.39,8183.61,-10.0,0,9.72,0.5,0.4643,0.0,0.548,1.0,High Risk,85.15,41,1
T13,2795,N41,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 01:47:22,51.219108,24.0,5.12,0.2,0.46,0.0,0.5,1,0.8129,0.5409,3.74,463.1,0.7666,5.0,7145.75,-10.0,1,4.68,1.06,0.4949,0.3167,0.3751,0.5417,Moderate Risk,82.65,26,1
T3,118,N94,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:00:56,49.984486,14.007622,7.77,1.86,0.49,69.47,2.41,1,0.3576,0.8774,3.71,309.22,0.8576,1.18,4346.41,-1.18,0,7.5,1.92,0.6058,0.2142,0.6735,1.0,High Risk,85.04,40,1
T33,1656,N95,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:01:01,48.44284,23.199695,5.0,2.95,0.0,403.7,3.12,1,0.1454,0.47,5.98,178.56,0.8912,9.46,6287.37,-8.17,0,13.91,0.5,0.4247,0.0,0.5724,1.0,High Risk,83.88,49,1
T4,1831,N96,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:02:04,49.81301,23.494411,5.0,2.63,0.0,0.0,0.5,1,0.2433,0.4891,2.57,479.54,0.6135,1.24,4536.09,-10.0,0,10.77,0.5,0.7923,0.0,0.0,0.5735,Moderate Risk,92.69,26,1
T16,3198,N47,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:07:21,50.606696,17.490854,14.34,0.27,0.54,280.34,0.5,0,0.1235,0.603,2.91,795.98,0.7389,1.0,2286.74,-10.0,0,14.36,0.5,0.8362,0.1727,0.6307,0.5584,High Risk,83.81,34,1
T185,4585,N31,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:14:13,48.472236,17.142785,14.71,5.51,0.53,442.1,0.5,0,0.4409,0.8179,0.0,119.24,0.1958,3.19,9001.33,-2.82,1,5.04,0.81,1.0,0.4494,0.9384,0.6467,Moderate Risk,87.11,35,1
T37,3443,N3,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:17:02,51.101525,22.869411,10.02,3.41,0.0,200.29,0.5,1,0.5913,0.4612,9.73,696.8,0.2628,9.7,5163.3,-5.55,1,3.96,0.5,0.7484,0.4229,0.2876,0.356,Low Risk,78.29,32,1
T39,1287,N14,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:32:55,50.876157,23.308943,7.63,1.01,0.0,0.0,1.38,1,0.5044,0.5467,0.0,116.8,1.0,9.69,6189.62,-10.0,1,5.98,3.21,0.0625,0.0,1.0,0.5105,High Risk,88.51,37,1
T72,1592,N53,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:33:39,49.719924,14.907012,15.79,4.06,0.0,93.57,0.5,0,0.3973,0.7,1.19,677.72,0.0,7.04,7707.94,-10.0,0,13.01,0.5,0.0,0.4064,1.0,0.8135,High Risk,87.08,34,1
T6,1239,N32,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:36:02,51.194612,17.569614,11.48,-1.7,0.07,161.11,4.38,1,0.3752,0.674,1.27,853.37,0.5811,1.0,2872.37,-10.0,0,9.09,0.5,0.2339,0.0,0.8191,1.0,High Risk,87.69,33,1
T50,1399,N58,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:37:33,49.974687,19.279472,10.11,-0.19,0.25,0.0,0.5,1,0.3575,0.7362,3.33,105.08,1.0,7.88,10000.0,-0.81,0,8.85,0.5,0.1223,0.0,0.7191,1.0,High Risk,79.47,31,1
T63,3464,N56,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 02:47:43,48.810288,16.372967,12.57,3.5,0.54,40.56,1.75,0,0.2517,0.8445,2.25,654.59,0.3802,1.0,9974.75,-10.0,0,9.18,1.5,0.8702,0.1305,0.4256,1.0,High Risk,87.13,34,1
T22,2654,N18,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 02:52:57,50.39766,14.591972,17.84,3.05,0.2,0.0,0.5,1,0.4485,1.0,0.0,106.11,1.0,1.0,6147.41,-10.0,0,12.64,0.5,0.1687,0.0174,0.9184,1.0,High Risk,85.61,41,1
T22,2654,N18,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:52:57,50.39766,14.591972,7.98,3.19,0.52,276.48,0.5,1,0.278,0.8669,0.0,217.34,0.2114,1.0,10000.0,-10.0,1,3.92,2.68,0.5037,0.2002,0.6274,1.0,Moderate Risk,86.34,41,1
T66,1132,N56,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 02:56:51,48.810288,16.372967,9.0,1.06,0.12,0.0,1.2,1,0.3907,0.7727,0.0,571.81,1.0,1.0,4772.51,-10.0,0,9.68,0.5,1.0,0.0,0.4808,1.0,High Risk,82.27,34,1
T30,3663,N24,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:01:58,50.691617,14.647866,9.72,-2.0,1.25,0.0,0.82,0,0.3106,0.9042,4.26,103.18,0.2279,1.0,4220.64,0.36,0,12.52,0.5,0.5254,0.0,1.0,1.0,High Risk,79.09,39,1
T95,3292,N93,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:02:58,50.020414,18.49187,8.69,-1.57,0.85,69.53,2.05,1,0.5158,0.5249,11.31,1000.0,0.8793,1.0,100.02,-10.0,1,6.74,0.92,0.0,0.0,0.7073,0.2975,Moderate Risk,82.97,40,1
T37,3443,N29,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 03:12:06,50.818999,22.549289,5.03,1.35,0.12,0.0,1.3,1,0.081,0.2291,0.0,1027.54,0.6229,3.36,5722.67,-10.0,0,12.84,0.5,0.0094,0.3341,0.3897,1.0,High Risk,87.26,22,1
T33,1656,N82,NodeType.HUB,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:20:41,48.60615,22.630589,5.13,-2.0,0.52,697.38,0.5,1,0.2318,0.4077,0.0,872.49,0.4556,1.0,100.02,-10.0,0,11.81,0.5,0.2425,1.0,0.9363,1.0,High Risk,88.53,38,1
T21,3420,N47,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:35:57,50.606696,17.490854,17.39,2.19,0.31,356.66,0.5,0,0.1331,0.6463,0.0,500.63,0.7879,1.49,4732.54,-2.13,0,13.81,1.73,0.4827,0.0366,0.8111,1.0,High Risk,89.16,34,1
T13,2795,N41,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 03:40:18,51.219108,24.0,12.91,-1.17,0.62,0.0,1.34,0,0.6206,0.2964,1.07,503.25,0.5755,1.0,5194.15,-8.54,1,0.0,0.5,0.3761,0.3985,0.3284,0.8157,Low Risk,83.5,26,1
T13,2795,N41,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:40:18,51.219108,24.0,8.51,-0.22,0.66,116.0,0.5,0,0.6921,0.5212,0.0,739.86,0.1672,3.75,10000.0,-10.0,1,3.83,0.5,0.3937,0.2599,0.4963,0.7653,Moderate Risk,84.98,26,1
T16,3198,N63,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:46:37,50.090637,16.784553,5.0,0.3,0.0,224.4,0.5,0,0.3314,0.8012,0.0,104.96,0.4619,1.44,4688.1,-10.0,0,10.76,0.5,0.7579,0.1452,0.9481,0.822,High Risk,88.22,42,1
T36,1469,N47,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:48:25,50.606696,17.490854,8.3,-1.21,0.0,361.64,0.5,1,0.216,0.7583,6.54,343.04,0.4479,3.94,5144.49,-4.64,0,14.36,0.5,0.6393,0.2773,0.7616,0.8866,High Risk,84.15,34,1
T185,4585,N56,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 03:55:40,48.810288,16.372967,6.49,3.18,0.21,877.38,2.43,1,0.6464,0.9557,2.59,871.56,0.8537,12.47,5647.14,-10.0,0,9.19,0.5,0.4633,0.0,0.4831,0.4922,Moderate Risk,90.29,34,1
T3,118,N94,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 04:09:26,49.984486,14.007622,7.01,-0.08,0.0,824.22,0.5,1,0.3735,0.9313,0.81,637.46,0.8064,2.85,7254.61,-10.0,0,9.07,0.5,1.0,0.0,1.0,1.0,High Risk,90.62,40,1
T3,118,N94,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:09:26,49.984486,14.007622,13.81,0.93,0.66,168.67,0.5,1,0.276,0.9423,1.48,479.9,0.949,3.1,6892.66,-10.0,0,8.67,1.67,0.6598,0.2047,1.0,1.0,High Risk,85.15,40,1
T19,2083,N85,NodeType.HUB,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:12:43,49.81791,21.860772,17.85,1.35,0.0,0.0,0.5,1,0.4972,0.5923,1.82,532.85,0.1934,1.0,5922.35,-10.0,0,8.03,0.5,0.5791,0.8424,0.4634,0.5664,Moderate Risk,82.79,32,1
T30,3663,N18,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:14:15,50.39766,14.591972,6.2,-1.14,0.0,0.0,0.69,1,0.087,0.9644,0.0,103.61,0.4564,4.63,1867.49,-10.0,0,15.16,0.5,0.4787,0.6573,1.0,1.0,High Risk,85.0,41,1
T10,140,N5,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:16:46,49.460261,23.829776,6.45,-2.0,0.41,77.71,1.35,1,0.4699,0.4202,0.0,280.65,0.7503,2.54,10000.0,-10.0,1,6.29,0.5,0.7671,0.2475,0.4319,0.7305,Moderate Risk,89.11,41,1
T37,3443,N29,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:20:38,50.818999,22.549289,9.36,-2.0,0.74,468.85,1.91,1,0.421,0.4117,5.71,411.33,0.1725,1.72,100.02,-10.0,0,8.01,0.5,1.0,0.527,0.9722,1.0,High Risk,90.56,22,1
T37,3443,N29,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:20:38,50.818999,22.549289,6.81,-1.02,0.67,0.0,0.5,1,0.4866,0.4283,1.11,944.66,0.6849,1.0,3631.45,-10.0,0,7.36,0.5,0.6902,0.5389,0.1477,1.0,Moderate Risk,85.37,22,1
T63,3464,N56,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:25:09,48.810288,16.372967,5.0,-1.4,0.0,65.72,2.49,1,0.158,0.5929,4.1,716.24,0.4263,11.47,7472.18,-10.0,0,16.45,0.62,0.0,0.4283,0.6841,1.0,High Risk,93.04,34,1
T63,3464,N56,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:25:09,48.810288,16.372967,10.13,-1.91,0.0,0.0,0.5,1,0.5523,0.7212,2.34,330.05,0.0,1.0,987.78,-10.0,0,9.55,0.86,0.3219,0.0728,0.3861,0.7689,High Risk,88.63,34,1
T39,1287,N48,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:25:31,50.525041,23.794207,9.02,-2.0,0.5,146.27,1.44,1,0.2712,0.3716,3.63,1001.09,0.0057,13.51,743.3,-10.0,0,10.45,0.5,0.8572,0.0,0.2298,1.0,High Risk,85.97,36,1
T12,3934,N44,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:31:13,48.922971,21.411077,10.14,4.35,0.47,729.9,0.56,1,0.1712,0.6439,4.84,432.53,0.6442,5.33,1985.86,-10.0,0,15.91,0.5,0.503,0.0,0.6368,1.0,High Risk,83.77,31,1
T6,1239,N32,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:33:56,51.194612,17.569614,7.3,-0.79,0.47,190.52,1.77,1,0.4087,0.6381,3.14,591.61,0.4342,3.41,9698.9,-10.0,1,6.51,0.5,0.6211,0.6013,0.0,0.5967,Moderate Risk,85.22,33,1
T6,1239,N32,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 04:33:56,51.194612,17.569614,9.75,-0.95,0.0,0.0,0.5,0,0.4058,0.6853,4.39,665.05,0.6665,9.81,10000.0,-10.0,0,9.08,0.5,0.3834,0.0,0.4484,0.9379,High Risk,89.85,33,1
T40,740,N55,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:44:25,51.021503,21.433943,6.43,-0.36,0.3,185.09,2.09,0,0.3481,0.5566,5.95,769.15,0.8102,8.39,6689.25,-10.0,0,9.03,1.22,0.8008,0.0453,0.278,0.9693,High Risk,91.53,36,1
T90,4131,N3,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:47:41,51.101525,22.869411,5.0,-1.35,0.0,339.54,0.7,1,0.3479,0.5856,6.58,263.37,0.0,3.1,4617.63,-6.2,1,6.08,0.5,0.358,0.178,0.7091,0.6938,Moderate Risk,85.78,32,1
T2,585,N66,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:56:32,48.929504,14.564024,12.35,2.53,0.78,61.66,2.43,1,0.1596,0.992,0.0,286.7,0.0576,5.33,9567.58,-10.0,0,10.13,0.5,0.2726,0.33,1.0,1.0,High Risk,92.12,24,1
T48,3297,N95,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:57:54,48.44284,23.199695,11.34,0.84,0.45,503.69,0.5,1,0.2747,0.4283,7.49,296.06,0.7576,7.65,4996.02,-10.0,0,10.91,0.5,0.5235,0.3168,0.4804,1.0,High Risk,87.61,49,1
T43,2680,N76,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:58:59,48.539193,23.84248,15.58,1.67,1.42,0.0,0.5,0,0.2454,0.4607,7.03,100.0,0.1117,11.41,2767.86,-10.0,0,8.7,0.5,0.6296,0.1824,1.0,0.91,High Risk,79.55,22,1
T215,4672,N31,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 04:59:01,48.472236,17.142785,12.46,4.05,0.8,0.0,1.38,1,0.6788,0.4932,4.22,468.95,0.7056,5.08,9379.42,-8.59,1,2.27,2.36,0.4707,0.0534,0.3818,1.0,Moderate Risk,87.07,35,1
T61,3071,N24,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:04:29,50.691617,14.647866,10.91,6.83,1.14,252.1,0.5,1,0.5305,0.8538,6.5,100.0,0.1548,3.79,10000.0,-10.0,1,5.61,1.29,0.3471,0.1701,0.3093,0.7246,Moderate Risk,89.57,39,1
T72,1592,N53,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 05:14:01,49.719924,14.907012,12.0,-1.03,0.99,0.0,0.5,1,0.5023,0.6756,1.69,573.19,0.8184,6.61,5934.18,-1.63,1,5.85,0.5,0.2342,0.0,0.9863,0.8878,High Risk,90.29,34,1
T72,1592,N53,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:14:01,49.719924,14.907012,6.11,-1.99,0.3,0.0,2.38,1,0.3569,0.7579,0.0,455.64,0.0,1.0,10000.0,-10.0,0,17.92,0.93,0.8594,0.0517,1.0,0.5881,High Risk,92.65,34,1
T23,2050,N51,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:14:11,50.304573,20.257622,11.82,4.03,0.65,365.76,0.66,0,0.2128,0.5343,0.0,100.0,0.8791,8.54,100.02,1.68,0,9.16,0.5,0.4304,0.6538,0.5069,1.0,High Risk,87.51,38,1
T114,3372,N16,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:16:28,49.780348,14.264228,6.91,-2.0,0.55,415.47,0.5,1,0.3655,0.88,8.82,549.64,0.5495,6.77,10000.0,-10.0,1,3.25,0.5,1.0,0.1387,0.4793,0.7707,Moderate Risk,85.45,37,1
T9,355,N45,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:16:46,51.361188,18.070122,5.13,6.25,0.51,601.99,0.5,1,0.3599,0.565,2.42,100.0,0.9579,1.0,5826.66,-10.0,0,11.43,0.87,0.6265,0.4819,0.5073,0.6178,High Risk,84.44,38,1
T22,2654,N84,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:20:06,50.632826,15.504065,5.63,0.31,0.84,421.09,0.5,1,0.4027,0.9197,2.72,865.32,0.2773,7.98,589.57,-10.0,0,8.98,0.5,1.0,0.5591,0.7982,0.9757,High Risk,91.59,43,1
T12,3934,N50,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:20:18,49.146706,21.629573,7.28,-2.0,0.0,0.0,0.5,1,0.2599,0.35,3.32,829.71,0.2074,14.08,2407.41,0.53,0,8.46,0.5,0.4354,0.335,0.3382,1.0,High Risk,88.29,35,1
T90,4131,N46,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:25:54,51.060698,22.521341,11.21,-2.0,0.37,350.62,0.5,1,0.1991,0.6557,0.0,238.02,0.4892,1.06,4579.76,-5.39,0,11.11,0.5,1.0,0.4155,0.7271,1.0,High Risk,89.28,42,1
T30,3663,N18,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 05:28:57,50.39766,14.591972,5.09,0.33,0.29,142.7,1.38,1,0.5666,0.9399,0.0,219.73,0.0911,1.0,9147.12,-6.43,0,3.91,0.5,0.5664,0.7057,0.5665,0.8515,Moderate Risk,89.88,41,1
T30,3663,N18,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:28:57,50.39766,14.591972,10.66,5.8,0.32,0.0,0.5,1,0.4714,0.7672,1.98,595.68,0.0,10.26,8018.86,-10.0,1,6.24,1.37,0.4769,0.3486,0.8473,1.0,High Risk,86.47,41,1
T95,3292,N67,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:28:59,49.494556,18.822154,9.86,2.33,0.58,583.97,0.61,1,0.3651,0.6441,3.88,711.71,0.2265,1.0,2033.1,-10.0,0,12.33,0.5,0.9296,0.0,0.6284,0.638,High Risk,92.41,31,1
T36,1469,N11,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:35:06,51.364454,17.130081,9.7,-0.18,0.0,0.0,0.5,1,0.4567,0.8931,1.08,566.89,0.9401,3.01,7742.92,-10.0,0,8.29,0.5,0.6986,0.8618,0.5479,0.8549,High Risk,85.17,31,1
T28,4330,N61,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:35:53,50.017148,20.102642,5.0,2.5,0.0,0.0,0.58,1,0.556,0.7439,0.0,777.57,0.7967,1.0,5414.27,-10.0,0,7.77,0.5,0.8163,0.8043,0.704,0.6384,High Risk,85.01,35,1
T78,4175,N55,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:40:53,51.021503,21.433943,11.48,0.6,1.55,219.62,1.26,0,0.1105,0.6362,1.08,682.54,0.9543,13.16,100.02,-10.0,0,11.1,0.7,0.0,0.7192,0.7287,1.0,High Risk,86.29,36,1
T63,3464,N97,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:41:40,49.012792,15.923272,7.64,-0.69,0.29,0.0,0.5,1,0.3595,0.8121,5.29,655.27,0.7377,14.62,9549.71,-9.91,1,6.94,0.5,0.5482,0.1524,0.8677,1.0,High Risk,86.32,25,1
T68,2651,N66,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:42:59,48.929504,14.564024,7.4,1.31,1.29,0.0,1.93,0,0.3776,0.8442,0.0,1000.0,0.0,9.37,3784.63,-10.0,0,8.11,0.92,0.3554,0.2866,0.3356,0.8796,Moderate Risk,89.86,24,1
T117,115,N86,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:43:56,51.361188,20.549797,6.07,-2.0,0.69,0.0,0.5,0,0.1715,0.3863,0.0,289.88,0.2546,14.65,6343.48,-10.0,0,9.71,2.43,0.1868,0.5475,0.5337,1.0,High Risk,83.43,43,1
T13,2795,N3,NodeType.PORT,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-01 05:46:49,51.101525,22.869411,8.12,-2.0,0.96,0.0,0.5,0,0.3951,0.3424,1.61,106.33,0.4168,3.08,7042.1,-10.0,0,14.7,0.5,0.1216,0.8394,0.0446,0.4154,Moderate Risk,82.58,32,1
T144,2839,N86,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-01 05:49:17,51.361188,20.549797,8.27,1.3,0.51,0.0,0.5,1,0.5652,0.4814,5.8,432.57,0.5897,6.32,8219.39,-10.0,0,10.9,0.5,0.8243,0.1333,1.0,0.5385,High Risk,90.29,43,1
T33,1656,N82,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-01 05:56:27,48.60615,22.630589,6.88,1.05,0.42,316.12,1.03,0,0.341,0.6085,2.04,364.62,0.8293,1.0,9602.22,-7.72,0,12.9,1.42,0.9144,0.8042,0.5934,0.8084,High Risk,84.81,38,1
